                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    149,                0.97512,                0.68239,                0.92381,                0.73546,                 0.5789,                0.61844,                0.30757,                 1.5874,                0.91942,                 1.2078,             0.00038919,             0.00038919,             0.00038919
                    150,                0.98292,                0.61579,                0.94786,                0.73343,                0.62199,                0.62608,                0.31123,                 1.6478,                0.92065,                 1.2354,             0.00038211,             0.00038211,             0.00038211
                    151,                0.95052,                0.67288,                0.93281,                0.69304,                0.62987,                0.63172,                 0.3084,                 1.6608,                0.93498,                 1.2439,             0.00037504,             0.00037504,             0.00037504
                    152,                0.97465,                0.68038,                0.95398,                0.88166,                0.56401,                0.65555,                0.29753,                 1.6455,                0.91319,                 1.2224,             0.00036797,             0.00036797,             0.00036797
                    153,                0.94969,                0.65262,                0.93955,                0.73084,                0.61902,                0.64824,                0.30907,                 1.6231,                0.90731,                 1.2115,             0.00036089,             0.00036089,             0.00036089
                    154,                 0.9236,                0.63595,                0.93041,                 0.7984,                0.55029,                0.64661,                0.31082,                 1.5578,                0.91996,                 1.1858,             0.00035382,             0.00035382,             0.00035382
                    155,                0.89095,                0.63535,                 0.9181,                0.81585,                0.55797,                0.63503,                0.31118,                  1.534,                0.92879,                 1.1773,             0.00034675,             0.00034675,             0.00034675
                    156,                0.90712,                0.62593,                 0.9397,                0.82637,                0.56548,                0.64471,                0.30051,                 1.5535,                0.91825,                 1.1788,             0.00033967,             0.00033967,             0.00033967
                    157,                0.90673,                0.61386,                0.94797,                0.81635,                0.56548,                0.62951,                0.29775,                 1.5637,                0.91422,                 1.1785,              0.0003326,              0.0003326,              0.0003326
                    158,                0.90719,                0.60136,                0.94555,                0.75537,                0.63135,                0.62339,                0.29646,                 1.5856,                0.89015,                 1.1886,             0.00032553,             0.00032553,             0.00032553
                    159,                0.91348,                0.66086,                0.91375,                 0.7569,                0.63745,                0.65267,                0.30042,                 1.5902,                0.89145,                 1.1957,             0.00031845,             0.00031845,             0.00031845
                    160,                0.91018,                0.66856,                0.94055,                0.76433,                0.63085,                 0.6545,                0.31932,                 1.5962,                0.88175,                 1.2038,             0.00031138,             0.00031138,             0.00031138
                    161,                0.91549,                0.65497,                0.93403,                0.73664,                0.64276,                0.64404,                0.31635,                 1.5983,                 0.8726,                 1.2045,             0.00030431,             0.00030431,             0.00030431
                    162,                0.86964,                 0.5809,                0.90288,                0.76846,                0.62247,                0.64622,                0.31936,                 1.6007,                0.87199,                 1.2032,             0.00029723,             0.00029723,             0.00029723
                    163,                0.91908,                0.58981,                0.90063,                0.86711,                0.56018,                 0.6242,                0.31471,                 1.5966,                0.85616,                  1.203,             0.00029016,             0.00029016,             0.00029016
                    164,                 0.9408,                0.62466,                0.92084,                0.91538,                 0.5729,                0.62673,                0.31505,                 1.6007,                0.85698,                 1.2065,             0.00028308,             0.00028308,             0.00028308
                    165,                0.86259,                 0.5923,                0.92643,                0.91935,                0.56756,                 0.6308,                0.31491,                 1.5964,                0.87027,                 1.2046,             0.00027601,             0.00027601,             0.00027601
                    166,                0.83131,                0.57589,                0.92382,                0.86461,                0.57295,                0.63478,                0.30893,                 1.5576,                0.86949,                 1.1916,             0.00026894,             0.00026894,             0.00026894
                    167,                 0.8883,                0.61805,                0.93764,                0.89403,                0.57305,                0.63218,                0.30924,                 1.5547,                 0.8781,                 1.1925,             0.00026186,             0.00026186,             0.00026186
                    168,                0.90251,                0.62481,                0.94619,                0.82395,                0.51816,                0.58926,                0.31157,                 1.5515,                0.88451,                 1.1949,             0.00025479,             0.00025479,             0.00025479
                    169,                0.87753,                 0.6182,                0.91021,                0.82082,                0.51424,                0.60206,                0.32115,                 1.5553,                 0.8873,                  1.198,             0.00024772,             0.00024772,             0.00024772
                    170,                0.86595,                0.59564,                0.92076,                0.68676,                0.56966,                 0.6094,                0.30779,                 1.5872,                0.91201,                 1.2094,             0.00024064,             0.00024064,             0.00024064
                    171,                0.89337,                 0.5915,                 0.9381,                0.67337,                0.57344,                0.60332,                0.30732,                 1.5997,                0.90673,                 1.2152,             0.00023357,             0.00023357,             0.00023357
                    172,                0.88192,                0.59234,                0.90405,                0.70833,                0.55623,                0.61435,                  0.321,                 1.5829,                 0.9012,                 1.2144,              0.0002265,              0.0002265,              0.0002265
                    173,                0.88995,                0.61557,                0.92376,                0.71332,                0.55692,                0.61256,                0.32711,                  1.572,                0.90495,                 1.2104,             0.00021942,             0.00021942,             0.00021942
                    174,                0.87953,                0.58682,                0.90912,                0.72065,                0.55842,                0.61054,                0.32644,                 1.5407,                0.89799,                 1.1954,             0.00021235,             0.00021235,             0.00021235
                    175,                0.84951,                0.55884,                0.90609,                0.84175,                0.55201,                0.61912,                0.33144,                 1.5204,                0.88547,                 1.1848,             0.00020528,             0.00020528,             0.00020528
                    176,                0.83525,                0.57846,                0.89898,                0.80721,                0.55682,                0.63416,                0.34315,                  1.511,                0.87338,                 1.1812,              0.0001982,              0.0001982,              0.0001982
                    177,                  0.852,                0.61258,                0.92775,                 0.8081,                 0.5582,                0.64001,                0.34096,                 1.5106,                0.87032,                  1.182,             0.00019113,             0.00019113,             0.00019113
                    178,                0.89163,                0.57963,                0.91561,                0.80979,                0.55915,                0.62532,                 0.3178,                 1.5003,                0.86661,                 1.1772,             0.00018406,             0.00018406,             0.00018406
                    179,                0.85789,                0.60427,                0.91716,                0.79736,                0.56043,                0.62173,                0.31577,                 1.4915,                0.86234,                 1.1729,             0.00017698,             0.00017698,             0.00017698
                    180,                0.86641,                0.59842,                0.92369,                0.68711,                0.64315,                0.61138,                0.29648,                 1.4835,                0.85934,                 1.1674,             0.00016991,             0.00016991,             0.00016991
                    181,                0.85661,                0.58706,                0.92387,                 0.7756,                 0.5609,                0.61389,                0.29775,                 1.4878,                0.86607,                 1.1689,             0.00016283,             0.00016283,             0.00016283
                    182,                0.88898,                 0.6236,                0.93732,                0.65864,                0.64408,                 0.6018,                0.29832,                  1.492,                0.87701,                 1.1749,             0.00015576,             0.00015576,             0.00015576
                    183,                0.85603,                0.56829,                0.92395,                 0.6556,                0.63907,                0.60156,                0.29281,                 1.4967,                0.87668,                 1.1786,             0.00014869,             0.00014869,             0.00014869
                    184,                0.87385,                0.64615,                0.94656,                0.68743,                 0.6354,                0.61414,                0.29836,                 1.4997,                0.88659,                 1.1827,             0.00014161,             0.00014161,             0.00014161
                    185,                0.82459,                0.57226,                 0.9109,                0.68758,                0.63845,                0.60703,                0.29951,                 1.4978,                0.88421,                 1.1829,             0.00013454,             0.00013454,             0.00013454
                    186,                0.82024,                0.56006,                0.91881,                0.69096,                0.63459,                0.60429,                0.31191,                 1.4897,                0.87624,                 1.1804,             0.00012747,             0.00012747,             0.00012747
                    187,                0.79896,                 0.5863,                0.91656,                 0.6921,                0.63479,                0.61116,                0.31638,                 1.4906,                 0.8701,                 1.1788,             0.00012039,             0.00012039,             0.00012039
                    188,                0.76944,                 0.5444,                0.90122,                0.69204,                0.63743,                0.62238,                0.31751,                  1.497,                 0.8518,                 1.1794,             0.00011332,             0.00011332,             0.00011332
                    189,                0.81475,                0.56579,                0.90684,                 0.6881,                0.63731,                0.62398,                0.31912,                 1.4999,                0.84284,                 1.1808,             0.00010625,             0.00010625,             0.00010625
                    190,                0.81427,                0.55076,                0.92369,                0.68972,                 0.6335,                0.62885,                0.32114,                 1.5003,                 0.8344,                 1.1804,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.79876,                0.52559,                 0.9361,                0.69675,                0.62848,                 0.6356,                0.32214,                 1.5061,                0.84492,                 1.1828,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.78293,                0.55209,                0.92317,                0.68888,                0.62868,                 0.6336,                0.31838,                 1.5223,                0.86733,                 1.1869,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.79768,                0.55959,                0.92267,                0.68773,                0.62749,                   0.63,                0.31303,                 1.5329,                0.86925,                 1.1904,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.82769,                 0.5412,                0.91868,                0.67521,                0.62048,                0.62208,                0.31302,                 1.5372,                0.87145,                 1.1939,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.79773,                0.52046,                 0.9179,                0.68015,                0.62838,                0.62901,                 0.3116,                 1.5426,                0.88207,                 1.1957,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.80525,                0.53138,                0.94845,                0.67846,                0.62891,                0.62993,                0.31085,                 1.5418,                0.88314,                 1.1936,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.78424,                0.52934,                0.90147,                0.67882,                 0.6285,                0.63033,                0.31113,                 1.5376,                0.87645,                 1.1912,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.79209,                0.54514,                0.94461,                0.67817,                0.62509,                0.61937,                0.30631,                 1.5401,                0.87491,                 1.1926,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.82632,                0.53871,                0.92391,                0.66922,                0.61757,                0.62174,                0.31033,                 1.5408,                 0.8767,                 1.1941,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.77887,                0.51303,                 0.9208,                0.66589,                0.61672,                0.62568,                0.30852,                 1.5374,                0.87876,                 1.1931,             2.8437e-05,             2.8437e-05,             2.8437e-05
