                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.89707,                0.53188,                0.90783,                0.82449,                0.75931,                0.76095,                0.45952,                 1.5588,                0.88483,                 1.0779,             0.00036797,             0.00036797,             0.00036797
                    153,                0.97077,                0.54623,                0.87623,                0.90452,                0.70205,                0.74922,                0.44774,                 1.5753,                0.89438,                 1.0821,             0.00036089,             0.00036089,             0.00036089
                    154,                0.90083,                0.53583,                0.87162,                0.80237,                0.72578,                0.73311,                0.46221,                 1.5332,                0.88797,                 1.0629,             0.00035382,             0.00035382,             0.00035382
                    155,                 0.9064,                0.52785,                0.89571,                0.81179,                0.73766,                 0.7435,                0.46343,                 1.5554,                0.87303,                 1.0628,             0.00034675,             0.00034675,             0.00034675
                    156,                0.97626,                0.54889,                0.92358,                 0.8043,                 0.7568,                0.74546,                0.47837,                 1.5239,                0.85454,                  1.061,             0.00033967,             0.00033967,             0.00033967
                    157,                0.88002,                0.51069,                0.88649,                0.83171,                0.70807,                0.76874,                0.47697,                 1.5119,                0.86163,                 1.0559,              0.0003326,              0.0003326,              0.0003326
                    158,                0.90641,                0.55072,                0.89698,                0.85115,                0.71931,                0.76148,                0.47194,                 1.5231,                0.86422,                 1.0537,             0.00032553,             0.00032553,             0.00032553
                    159,                0.88242,                0.52593,                0.89733,                0.89418,                0.67409,                0.73415,                0.45554,                 1.5387,                0.88917,                  1.054,             0.00031845,             0.00031845,             0.00031845
                    160,                0.88154,                 0.5422,                0.87978,                0.76774,                0.73209,                0.73092,                0.45624,                 1.5348,                0.86868,                 1.0528,             0.00031138,             0.00031138,             0.00031138
                    161,                0.84216,                0.50898,                0.87734,                0.85588,                0.69819,                0.73397,                0.45993,                 1.5396,                0.87687,                 1.0655,             0.00030431,             0.00030431,             0.00030431
                    162,                0.94761,                 0.5565,                0.90994,                0.91033,                0.70229,                0.75279,                0.47307,                 1.5603,                0.87838,                 1.0771,             0.00029723,             0.00029723,             0.00029723
                    163,                0.88515,                0.52881,                0.89796,                0.91427,                0.70089,                 0.7525,                0.48259,                 1.5543,                0.85008,                 1.0893,             0.00029016,             0.00029016,             0.00029016
                    164,                0.91276,                0.53813,                0.88113,                0.79391,                0.77886,                 0.7795,                0.47499,                 1.5528,                0.84469,                  1.084,             0.00028308,             0.00028308,             0.00028308
                    165,                0.83823,                0.50966,                0.87364,                0.84423,                0.73499,                0.76803,                0.46908,                 1.5434,                0.84949,                 1.0884,             0.00027601,             0.00027601,             0.00027601
                    166,                 0.8697,                0.50113,                 0.8815,                0.81545,                0.70597,                0.75808,                0.45489,                 1.5426,                0.87232,                 1.1004,             0.00026894,             0.00026894,             0.00026894
                    167,                0.89849,                0.52355,                0.88228,                0.86064,                0.68465,                0.74097,                0.44756,                 1.5903,                 0.9151,                 1.1045,             0.00026186,             0.00026186,             0.00026186
                    168,                0.86599,                0.51283,                0.86998,                0.82842,                0.67407,                0.72658,                0.44312,                 1.5791,                0.92248,                 1.1039,             0.00025479,             0.00025479,             0.00025479
                    169,                0.91893,                0.52807,                0.89078,                0.73469,                0.73117,                0.72472,                0.44391,                 1.5891,                0.93373,                 1.0993,             0.00024772,             0.00024772,             0.00024772
                    170,                0.83407,                0.50055,                0.86546,                0.81744,                 0.6314,                0.69974,                0.43738,                 1.6187,                0.95585,                 1.0976,             0.00024064,             0.00024064,             0.00024064
                    171,                0.88339,                0.50742,                0.89601,                  0.719,                0.67043,                0.69548,                0.44377,                 1.5849,                0.93384,                 1.1022,             0.00023357,             0.00023357,             0.00023357
                    172,                0.86308,                0.50154,                0.85959,                0.84354,                0.62491,                0.69437,                0.44293,                 1.5572,                0.92992,                 1.0973,              0.0002265,              0.0002265,              0.0002265
                    173,                0.83859,                0.49367,                0.89239,                0.85387,                0.62918,                0.69319,                0.44329,                 1.5626,                0.93368,                  1.094,             0.00021942,             0.00021942,             0.00021942
                    174,                0.84895,                 0.4998,                0.86992,                0.84144,                0.66309,                0.71576,                0.44778,                 1.5661,                 0.9309,                 1.1012,             0.00021235,             0.00021235,             0.00021235
                    175,                0.88435,                0.52856,                0.87746,                0.73705,                0.72592,                0.72939,                0.45436,                 1.5454,                0.91177,                 1.1024,             0.00020528,             0.00020528,             0.00020528
                    176,                0.84913,                0.49924,                0.84581,                 0.7945,                0.70014,                0.73075,                0.45331,                 1.5595,                0.92847,                 1.1035,              0.0001982,              0.0001982,              0.0001982
                    177,                0.86311,                0.51435,                0.85819,                 0.7878,                 0.6833,                0.72068,                0.45348,                 1.5469,                0.95171,                 1.0943,             0.00019113,             0.00019113,             0.00019113
                    178,                 0.8399,                0.49102,                 0.8669,                0.75495,                0.73888,                0.73115,                0.45857,                 1.5232,                0.94779,                  1.076,             0.00018406,             0.00018406,             0.00018406
                    179,                0.83887,                0.50717,                0.87423,                0.76336,                0.73935,                0.73963,                0.45713,                 1.5627,                0.94023,                 1.0828,             0.00017698,             0.00017698,             0.00017698
                    180,                0.82029,                0.49065,                0.85783,                0.76216,                0.74805,                 0.7498,                0.46018,                 1.5728,                 0.9467,                 1.0916,             0.00016991,             0.00016991,             0.00016991
                    181,                  0.796,                0.47811,                0.84256,                0.80662,                0.72236,                 0.7471,                0.46052,                  1.555,                0.93999,                 1.0953,             0.00016283,             0.00016283,             0.00016283
                    182,                0.84112,                0.48617,                  0.876,                 0.7767,                0.70524,                 0.7447,                0.45402,                 1.5554,                0.93639,                 1.0964,             0.00015576,             0.00015576,             0.00015576
                    183,                0.81855,                0.49649,                0.86288,                0.80787,                0.74553,                0.76334,                0.46042,                 1.5288,                0.91318,                 1.0917,             0.00014869,             0.00014869,             0.00014869
                    184,                 0.8013,                0.47439,                0.86123,                0.77715,                0.71271,                0.74221,                0.46071,                  1.546,                0.89829,                 1.0911,             0.00014161,             0.00014161,             0.00014161
                    185,                0.81542,                0.48844,                0.85771,                0.75525,                0.69349,                0.73499,                0.45361,                 1.5495,                0.91021,                 1.0889,             0.00013454,             0.00013454,             0.00013454
                    186,                 0.8062,                0.48407,                 0.8732,                0.85657,                0.65203,                 0.7229,                 0.4536,                 1.5511,                 0.9399,                 1.0841,             0.00012747,             0.00012747,             0.00012747
                    187,                0.79238,                0.48718,                0.84444,                0.76431,                0.69307,                0.72173,                0.45347,                 1.5417,                0.92394,                 1.0826,             0.00012039,             0.00012039,             0.00012039
                    188,                0.80741,                0.47066,                0.86162,                0.82068,                0.69963,                0.73777,                0.45316,                 1.5384,                  0.906,                 1.0837,             0.00011332,             0.00011332,             0.00011332
                    189,                0.82619,                0.50227,                0.86791,                0.82537,                0.70586,                0.74242,                0.45485,                 1.5502,                0.90093,                 1.0843,             0.00010625,             0.00010625,             0.00010625
                    190,                0.83743,                0.49463,                0.88093,                0.83925,                0.69768,                0.73132,                0.45473,                 1.5717,                 0.9016,                 1.0944,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                0.78901,                0.46674,                0.88492,                0.79383,                0.72489,                0.73757,                0.45282,                 1.5865,                0.90957,                 1.1017,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                0.81682,                0.46449,                0.86796,                  0.806,                 0.7247,                0.73747,                0.45858,                 1.5833,                0.91706,                 1.0992,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                0.76054,                0.45905,                0.85168,                 0.8102,                0.72344,                0.73918,                0.45621,                 1.5732,                0.90632,                 1.0936,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                0.76028,                0.44945,                0.88854,                0.80861,                0.72146,                0.73674,                0.44781,                 1.5827,                0.90517,                 1.0917,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                0.78231,                0.47418,                0.87081,                0.82385,                0.73827,                 0.7418,                0.45144,                 1.5787,                0.91404,                 1.0941,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                0.76348,                 0.4512,                0.86707,                0.83759,                0.73318,                0.74071,                0.45583,                 1.5698,                 0.9097,                 1.0935,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                0.78762,                0.45023,                0.88834,                0.80769,                0.71866,                0.73801,                0.45308,                 1.5703,                0.90949,                 1.0937,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                0.78297,                0.45535,                0.86628,                0.79183,                 0.7217,                0.72839,                0.45116,                 1.5745,                0.91232,                 1.0941,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                0.77012,                0.44822,                0.87317,                0.85245,                0.70077,                0.72933,                0.44927,                 1.5777,                0.91507,                 1.0941,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                0.78108,                0.44557,                0.84686,                0.85264,                0.70167,                0.72963,                0.44984,                 1.5789,                0.91025,                 1.0946,             2.8437e-05,             2.8437e-05,             2.8437e-05
